File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
92a73ce8-777c-408f-ad3a-9d4a352e4721	jhu-usc.edu_KIRC.HumanMethylation450.1.lvl-3.TCGA-B0-4703-01A-01D-1275-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-4703	TCGA-B0-4703-01A	Primary Tumor
590f25ba-96dd-411f-8119-55f361abccf0	TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_F03_741972.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-5169	TCGA-BP-5169-11A	Solid Tissue Normal
c843ee1a-334f-4014-89b2-a4b1bcf2d14a	BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_E05_777400.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CJ-6027	TCGA-CJ-6027-01A	Primary Tumor
b5472194-aa58-46cd-b32d-d9925c9ac25a	SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_B01_748514.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B0-5695	TCGA-B0-5695-11A	Solid Tissue Normal
a1478b52-8310-43c4-b628-418ed30f72b1	NARKY_p_TCGAb69_SNP_N_GenomeWideSNP_6_G11_697830.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4959	TCGA-BP-4959-11A	Solid Tissue Normal
8fcd3a08-e4b9-4241-bd44-7d734529b107	MOHEL_p_TCGA_271_274_275_N_GenomeWideSNP_6_H02_1320332.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-MM-A563	TCGA-MM-A563-10A	Blood Derived Normal
e41c62e8-4271-46fc-b79d-eb454617331b	NARKY_p_TCGAb69_SNP_N_GenomeWideSNP_6_G08_697912.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4975	TCGA-BP-4975-01A	Primary Tumor
fcd2fa23-0c6b-4230-9e5a-75d7b4ef4bb1	jhu-usc.edu_KIRC.HumanMethylation450.6.lvl-3.TCGA-B0-5710-11A-01D-1670-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-5710	TCGA-B0-5710-11A	Solid Tissue Normal
7a09718c-10ed-4c2d-b861-122e963f3768	16a68a25-25ca-4382-aa32-14f1428ac05c.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CJ-4881	TCGA-CJ-4881-01A	Primary Tumor
f5d49fa5-9ad2-4f5e-9a8f-876a104ee858	SITUS_p_TCGAb50_SNP_N_GenomeWideSNP_6_E08_680170.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-AK-3426	TCGA-AK-3426-10A	Blood Derived Normal
4016f1b0-428b-431c-9374-6b4a85bf1c7b	SITUS_p_TCGAb50_SNP_N_GenomeWideSNP_6_E10_680126.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4162	TCGA-BP-4162-01A	Primary Tumor
59f2c293-f21d-4968-b46a-45ec5e876dfa	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_C11_734932.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CZ-5468	TCGA-CZ-5468-11A	Solid Tissue Normal
d78322f7-1461-475e-8db9-9b9355c0c568	87c4721e-4538-4235-8f8b-f7f86cebf85f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-5008	TCGA-BP-5008-01A	Primary Tumor
ecfcd6e4-473d-457c-983a-6815e7fb8a43	BUBBY_p_TCGA_b89_105_SNP_N_GenomeWideSNP_6_A04_777398.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B4-5834	TCGA-B4-5834-01A	Primary Tumor
130b298b-f5b4-40fe-b0a5-ebb3a7c848a3	jhu-usc.edu_KIRC.HumanMethylation450.6.lvl-3.TCGA-B0-5713-11A-01D-1670-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-5713	TCGA-B0-5713-11A	Solid Tissue Normal
7087d7ce-c305-4fdb-ad76-a90da53506dd	SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_C11_748598.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CJ-5671	TCGA-CJ-5671-11A	Solid Tissue Normal
7f978ff5-e09b-40b3-b178-778fe8df004c	c1de8411-6149-45ed-8437-b54e78b5ca33.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-6D-AA2E	TCGA-6D-AA2E-01A	Primary Tumor
797c6219-8a59-432b-bf4d-cb3c02bda9ef	jhu-usc.edu_KIRC.HumanMethylation450.6.lvl-3.TCGA-CZ-5984-01A-11D-1670-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CZ-5984	TCGA-CZ-5984-01A	Primary Tumor
c17227dd-f5bb-4a2c-a9b0-d2753fcd6c30	4e9f8a0e-5266-486d-91b3-a4701340b095.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CJ-4903	TCGA-CJ-4903-01A	Primary Tumor
114f0e09-793c-48f5-b62a-09a2d89d47de	TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_C10_742016.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-5183	TCGA-BP-5183-01A	Primary Tumor
5100188d-198e-41e8-bc31-15e3c77f3e0a	f577a186-ffc6-402d-9525-0aca8eee4de4.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-B0-5702	TCGA-B0-5702-01A	Primary Tumor
275e9010-1fb8-457f-9d09-6a9116c6658c	jhu-usc.edu_KIRC.HumanMethylation450.5.lvl-3.TCGA-B2-5633-01A-01D-1536-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B2-5633	TCGA-B2-5633-01A	Primary Tumor
1b5ddb86-4927-44fd-9a5e-6ff36a0e3185	jhu-usc.edu_KIRC.HumanMethylation27.5.lvl-3.TCGA-BP-5006-11A-01D-1332-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-5006	TCGA-BP-5006-11A	Solid Tissue Normal
065b66c6-d786-4dd5-85ca-f98ee5bb45b7	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_C10_697368.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B2-4101	TCGA-B2-4101-01A	Primary Tumor
94f4f9e1-e41a-4318-8eb5-14c618ca4992	NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_H02_730584.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B8-5158	TCGA-B8-5158-10A	Blood Derived Normal
bd34b8ef-0a11-42f5-b52b-cee26fa385a0	TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_H11_741966.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CJ-4901	TCGA-CJ-4901-11A	Solid Tissue Normal
bec7117c-7dfc-4e59-b0b5-ef2076073209	BEFIT_p_TCGAb32_SNP_S_GenomeWideSNP_6_C08_584962.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-AK-3443	TCGA-AK-3443-10A	Blood Derived Normal
89f03f02-d560-4610-a704-517119e89e72	68e11add-9274-45d8-a789-1f475e781cd2.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-A3-A8OX	TCGA-A3-A8OX-01A	Primary Tumor
8ee3214b-8429-46c8-b206-e0841f6f722e	DADOS_p_TCGAb3_85_86_87_88_NSP_GenomeWideSNP_6_E11_1464804.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-6D-AA2E	TCGA-6D-AA2E-01A	Primary Tumor
b4d67c8f-0c94-495e-8c34-4895cdb8950b	08c5dec2-1521-4c5b-90fc-1d17306a6da0.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-B8-5165	TCGA-B8-5165-01A	Primary Tumor
0291efac-023d-4a54-9533-92da364ea38c	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_D11_734838.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CZ-5452	TCGA-CZ-5452-01A	Primary Tumor
a617cbf9-ce7a-4caf-987f-f7f08444f006	b50539eb-1a68-4e51-821d-d74ed8210b1e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CJ-4923	TCGA-CJ-4923-01A	Primary Tumor
08e98eb9-e769-4df6-9f17-db486195d120	REEDY_p_TCGAb65_SNP_N_GenomeWideSNP_6_F04_697742.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4839	TCGA-B0-4839-11A	Solid Tissue Normal
c92f5ad4-15dc-4f4e-8d08-c0860581a40c	NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_H10_730646.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4842	TCGA-B0-4842-11A	Solid Tissue Normal
a5257e76-9f9c-4c1c-b58f-04a90ed9fd69	DEBUT_p_TCGAb45_81_wRedosSNP_N_GenomeWideSNP_6_H02_729470.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B8-4148	TCGA-B8-4148-01A	Primary Tumor
8252770e-0340-4930-8c3a-a77d3b814356	16501ddd-57d7-4bfa-8eb1-5f0dba97fdea.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B8-5163	TCGA-B8-5163-01A	Primary Tumor
996ed8b1-844b-41c2-a930-1ff59b1b5e72	REEDY_p_TCGAb65_SNP_N_GenomeWideSNP_6_B02_697644.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4798	TCGA-BP-4798-11A	Solid Tissue Normal
18c6bda7-a10a-4784-b655-e521da809476	jhu-usc.edu_KIRC.HumanMethylation27.3.lvl-3.TCGA-BP-4344-11A-01D-1284-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4344	TCGA-BP-4344-11A	Solid Tissue Normal
a331fee7-5c98-46ca-a941-3bf204189bd5	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_A01_707096.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-4338	TCGA-BP-4338-01A	Primary Tumor
84c45f97-faee-4778-a398-04aa047b0bef	HILLY_p_TCGA_b90_wRedos_SNP_N_GenomeWideSNP_6_E12_748114.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CW-5584	TCGA-CW-5584-01A	Primary Tumor
e5a36820-dd10-4c84-91a1-b4a8bdd2ee2e	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_D04_697376.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B8-4622	TCGA-B8-4622-01A	Primary Tumor
2fa2ab18-c0ee-4162-97b4-95dca87655d3	5f7183e1-dd0a-46a2-8ae5-928bd58bafe4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-5707	TCGA-B0-5707-01A	Primary Tumor
44e6e2f3-284c-4450-b95b-8783fbbee2d5	5a715f75-afcd-4255-bbdb-9eaf756a5944.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-B0-4706	TCGA-B0-4706-01A	Primary Tumor
9f5d27b3-0c03-44ac-a71a-67c4568495e6	jhu-usc.edu_KIRC.HumanMethylation27.5.lvl-3.TCGA-BP-4972-01A-01D-1332-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4972	TCGA-BP-4972-01A	Primary Tumor
c3ee933b-665f-426e-9b7f-e0c657610787	jhu-usc.edu_KIRC.HumanMethylation450.1.lvl-3.TCGA-B0-4688-11A-01D-1275-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-4688	TCGA-B0-4688-11A	Solid Tissue Normal
e4ad4a18-ad5b-4a12-9146-ff8ae8268b58	jhu-usc.edu_KIRC.HumanMethylation450.1.lvl-3.TCGA-B0-4846-01A-01D-1275-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-4846	TCGA-B0-4846-01A	Primary Tumor
d3ea59bd-4d01-4b17-97ac-690546f9d1fd	NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_D11_730560.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B0-5098	TCGA-B0-5098-01A	Primary Tumor
4c8459b3-4b75-4a16-bddd-c806a6d92268	jhu-usc.edu_KIRC.HumanMethylation27.4.lvl-3.TCGA-CZ-4860-11A-01D-1303-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CZ-4860	TCGA-CZ-4860-11A	Solid Tissue Normal
ef34cbfb-d802-4bf2-b77e-c391fbf4b967	TARSI_p_TCGAb70_SNP_N_GenomeWideSNP_6_H10_742046.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-5191	TCGA-BP-5191-01A	Primary Tumor
32a24113-559b-497f-a40d-1787f85fc1d2	jhu-usc.edu_KIRC.HumanMethylation27.5.lvl-3.TCGA-BP-4972-11A-01D-1332-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4972	TCGA-BP-4972-11A	Solid Tissue Normal
befb08fb-59ed-4a71-a714-3d01c1de9081	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_F05_697334.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4828	TCGA-B0-4828-01A	Primary Tumor
68360c27-2447-4d3f-88e3-35f66e30d823	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_B07_697466.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-4761	TCGA-BP-4761-11A	Solid Tissue Normal
061b3073-a659-4f6b-ad79-fc21306f0714	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_H01_697278.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4846	TCGA-B0-4846-01A	Primary Tumor
05516bb8-9ac5-4a43-b2ac-e9d31e7ad8fd	jhu-usc.edu_KIRC.HumanMethylation450.3.lvl-3.TCGA-CJ-4908-01A-01D-1424-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CJ-4908	TCGA-CJ-4908-01A	Primary Tumor
5e42c17a-4a41-43ff-8e1a-e7ff15e0ce66	BEFIT_p_TCGAb32_SNP_S_GenomeWideSNP_6_C11_584982.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-A3-3324	TCGA-A3-3324-01A	Primary Tumor
a68df848-cafc-4181-ab75-e6dc57e52330	2a2ff1f5-f471-4709-b106-ccb1ccd563d3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-BP-5009	TCGA-BP-5009-01A	Primary Tumor
7f56a44c-7a44-45df-a455-f36688e65fef	e4b7d451-2c8d-47a4-ad6c-b450c37fae45.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-5712	TCGA-B0-5712-01A	Primary Tumor
9d27ea8b-8cb6-427b-8918-6fc259e95e29	jhu-usc.edu_KIRC.HumanMethylation450.9.lvl-3.TCGA-B8-A54H-01A-11D-A33L-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B8-A54H	TCGA-B8-A54H-01A	Primary Tumor
0ab09c61-9782-40e6-8b03-755d6669c0a5	SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_G07_748554.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B8-5546	TCGA-B8-5546-10A	Blood Derived Normal
710930a8-601b-461d-9800-06a278473faf	jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-B0-4821-01A-01D-1500-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-B0-4821	TCGA-B0-4821-01A	Primary Tumor
34652b44-d686-4356-ab21-9c651e824802	bb837eaa-c04c-48eb-bb3b-21fbe5b9fd2e.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-5116	TCGA-B0-5116-01A	Primary Tumor
7a3911eb-069e-44af-b096-7319069509ba	MOHEL_p_TCGA_271_274_275_N_GenomeWideSNP_6_H05_1320478.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B8-A54D	TCGA-B8-A54D-10A	Blood Derived Normal
5daed887-fe8c-4d65-8551-3bc7f321114b	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_A05_734918.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CZ-5455	TCGA-CZ-5455-11A	Solid Tissue Normal
8810c8ec-bdbb-4b02-a641-5e8a95b43000	1006434c-1c1b-47a3-bbf0-8d331d8e1722.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CJ-4641	TCGA-CJ-4641-01A	Primary Tumor
622836ea-bccc-43fd-b93c-538e44f9eb90	28cebbed-3fe8-44b9-a939-aa65d2f53067.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-5120	TCGA-B0-5120-01A	Primary Tumor
12e6deea-2ad5-46f2-a3f9-b7d16a03f5b2	be5d2862-2042-43f3-9469-9c8c599e21fc.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-CJ-4889	TCGA-CJ-4889-01A	Primary Tumor
29388e3e-0012-4ebc-8b03-0845c5d509f1	52807296-de53-40d9-8248-d381e80a6a90.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CJ-5683	TCGA-CJ-5683-01A	Primary Tumor
406e8a19-bf35-4216-9312-4f93c581a354	jhu-usc.edu_KIRC.HumanMethylation27.5.lvl-3.TCGA-BP-5009-11A-01D-1332-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-5009	TCGA-BP-5009-11A	Solid Tissue Normal
a1f1609d-47c7-4e2c-bedb-73e21fd3786b	jhu-usc.edu_KIRC.HumanMethylation450.3.lvl-3.TCGA-CZ-4859-01A-02D-1424-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CZ-4859	TCGA-CZ-4859-01A	Primary Tumor
523519fb-d348-44cf-8238-3f52556b176f	3b832dcb-860c-4137-8406-d338bd421bcd.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-AK-3465	TCGA-AK-3465-01A	Primary Tumor
af649d4a-13b4-437c-935e-cb44962dd893	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_H04_697472.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4341	TCGA-BP-4341-01A	Primary Tumor
7ba1d11f-9d9f-48a9-afa9-8b18a4c89e44	jhu-usc.edu_KIRC.HumanMethylation27.5.lvl-3.TCGA-BP-4992-11A-01D-1332-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4992	TCGA-BP-4992-11A	Solid Tissue Normal
07a526de-cf8d-41b8-a294-23307003f784	a17e1128-6458-4d87-8077-524a7fbb9498.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-B0-5088	TCGA-B0-5088-01A	Primary Tumor
b7b5dcc0-7a9e-487c-b609-b577768ab941	75d1ebb0-da96-4900-a868-bcee12ccbdc1.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-CJ-5676	TCGA-CJ-5676-11A	Solid Tissue Normal
060c09b1-8903-4095-8944-5b29ad323611	jhu-usc.edu_KIRC.HumanMethylation450.4.lvl-3.TCGA-CZ-5457-11A-01D-1500-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-CZ-5457	TCGA-CZ-5457-11A	Solid Tissue Normal
c35cb6c3-4168-4ed4-bc52-ee228aac7099	SPIKE_p_TCGA_B64_SNP_N_GenomeWideSNP_6_C10_697446.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-BP-4353	TCGA-BP-4353-11A	Solid Tissue Normal
080fb7e9-108a-4b7f-be46-db7591336758	DEBUT_p_TCGAb45_81_wRedosSNP_N_GenomeWideSNP_6_F07_729404.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-A3-3372	TCGA-A3-3372-01A	Primary Tumor
737def59-ca54-49f9-81f3-09ec53bac40d	jhu-usc.edu_KIRC.HumanMethylation27.3.lvl-3.TCGA-BP-4345-01A-01D-1284-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4345	TCGA-BP-4345-01A	Primary Tumor
ab4ed5a1-90a4-40a1-92e8-3f7ae8bbad37	a59a3950-4a12-473a-9cee-8a108c2f9597.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-KIRC	TCGA-AK-3444	TCGA-AK-3444-01A	Primary Tumor
149c5eb8-6a07-4a14-be65-9806fa869ba4	NINES_p_TCGAb68_SNP_N_GenomeWideSNP_6_F07_730546.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-BP-4993	TCGA-BP-4993-01A	Primary Tumor
68c91f86-cf28-4eff-9c03-23b66e2670cd	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_E08_697330.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-B0-4847	TCGA-B0-4847-01A	Primary Tumor
8b910d98-2f69-4633-8841-03cfe006aa31	b197f3a7-4bb6-4e88-b1cf-9ad513873739.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-AK-3425	TCGA-AK-3425-01A	Primary Tumor
922ddece-20dc-4993-b10f-e908d945df00	MOHEL_p_TCGA_271_274_275_N_GenomeWideSNP_6_F07_1320444.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-MM-A564	TCGA-MM-A564-10A	Blood Derived Normal
178e0a4b-27fb-46f5-9f43-6b15c849fa1e	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_B07_697218.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-AK-3454	TCGA-AK-3454-01A	Primary Tumor
b27e4c70-4be0-4072-be1c-ccf25d5bd5d2	MANIA_p_TCGASNP_b82and51R_N_GenomeWideSNP_6_C06_734964.nocnv_grch38.seg.v2.txt	Copy Number Variation	Masked Copy Number Segment	TCGA-KIRC	TCGA-CZ-5456	TCGA-CZ-5456-01A	Primary Tumor
7eb0b764-75a4-4de8-ada5-9d32ca19316d	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_C04_697358.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4846	TCGA-B0-4846-11A	Solid Tissue Normal
b0aacdfb-9b7e-46e7-b8d0-5fafbdbe722d	jhu-usc.edu_KIRC.HumanMethylation27.1.lvl-3.TCGA-A3-3383-11A-01D-0859-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-A3-3383	TCGA-A3-3383-11A	Solid Tissue Normal
ef969278-d856-4e87-8b2a-4d8f51632f2f	SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_A02_748502.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B2-5639	TCGA-B2-5639-01A	Primary Tumor
ede213d5-9c9a-47f8-b0dc-9db4efac9377	SITUS_p_TCGAb50_SNP_N_GenomeWideSNP_6_A12_680104.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-A3-3349	TCGA-A3-3349-11A	Solid Tissue Normal
d88d8436-fa93-4bec-8854-66bdab4d43e3	401e568d-f69a-4b06-92f7-3441004b5438.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-AS-3778	TCGA-AS-3778-01A	Primary Tumor
8cabcb57-fd07-4542-8a10-828e118ccf9d	REEDY_p_TCGAb65_SNP_N_GenomeWideSNP_6_C12_697720.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-CJ-4642	TCGA-CJ-4642-11A	Solid Tissue Normal
442037e1-1b7a-4e43-bd9f-2f27da31b2e2	PLENA_p_TCGAb63and64_SNP_N_GenomeWideSNP_6_G05_697284.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-B0-4844	TCGA-B0-4844-01A	Primary Tumor
3df4eb63-2acf-4001-a988-e3bd64f00b59	jhu-usc.edu_KIRC.HumanMethylation27.1.lvl-3.TCGA-A3-3380-11A-01D-0859-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-A3-3380	TCGA-A3-3380-11A	Solid Tissue Normal
7ad690c5-2ae1-4433-be5d-755b3d97c330	fe1e1f62-8e18-4400-9b25-2c439fa25b6f.htseq.counts.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-KIRC	TCGA-BP-4999	TCGA-BP-4999-01A	Primary Tumor
f79e778a-eac3-4682-8324-bbd1a2986c86	jhu-usc.edu_KIRC.HumanMethylation27.5.lvl-3.TCGA-BP-4975-01A-01D-1332-05.gdc_hg38.txt	DNA Methylation	Methylation Beta Value	TCGA-KIRC	TCGA-BP-4975	TCGA-BP-4975-01A	Primary Tumor
ed04914e-3019-4e63-ab31-0bcac4eaeef0	DEBUT_p_TCGAb45_81_wRedosSNP_N_GenomeWideSNP_6_G10_729422.grch38.seg.v2.txt	Copy Number Variation	Copy Number Segment	TCGA-KIRC	TCGA-AK-3465	TCGA-AK-3465-01A	Primary Tumor
